"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)"
"60604400000090","Nodes","90","21.000000","44.959785","DDS demands","Known Flow","396384.759566","817471.839000","","0.000000","","","-6.000000","","-16.679999","","","","-20.280862","-22.680001","","","","","C4 PROFILE","","D1 PROFILE","","",""
"60604400002005","Nodes","2005","21.000000","45.298157","Default Known Flow Node","Known Flow","396344.940280","817490.995305","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000043","Nodes","43","21.000000","45.132166","DDS demands","Known Flow","396848.846038","818493.822453","","0.000000","","","","","","-16.339999","","","-14.611520","-16.339999","","","","","","","","DC PROFILE","",""
"60604400000042","Nodes","42","21.000000","20.797683","Default Known Flow Node","Known Flow","396501.666250","817348.847500","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002046","Nodes","2046","21.000000","20.793470","Default Known Flow Node","Known Flow","396501.015832","817347.722407","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002020","Nodes","2020","21.000000","21.940321","Default Known Flow Node","Known Flow","396596.385000","817449.660000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000102","Nodes","102","21.000000","21.940321","DDS demands","Known Flow","396595.135000","817448.535000","","0.000000","","","","","-8.279999","","","","-7.404124","-8.279999","","","","","","","D1 PROFILE","","",""
"60604400000096","Nodes","96","21.000000","22.196012","DDS demands","Known Flow","396560.010000","817491.410000","","0.000000","","","","","-9.840000","","","","-8.799104","-9.840000","","","","","","","D1 PROFILE","","",""
"60604400002013","Nodes","2013","21.000000","21.836993","Default Known Flow Node","Known Flow","396545.760000","817469.910000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002019","Nodes","2019","21.000000","21.940321","Default Known Flow Node","Known Flow","396588.010000","817443.785000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000063","Nodes","63","21.000000","25.203843","DDS demands","Known Flow","396695.298701","817458.901886","","0.000000","-9.130000","","","","-1.109999","","","","-9.156791","-10.239999","","","C1 PROFILE","","","","D1 PROFILE","","",""
"60604400002025","Nodes","2025","21.000000","24.834861","Default Known Flow Node","Known Flow","396691.194694","817446.786631","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002029","Nodes","2029","21.000000","23.098466","Default Known Flow Node","Known Flow","396749.439348","817445.645971","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000098","Nodes","98","21.000000","21.184381","DDS demands","Known Flow","396537.435657","817425.159116","","0.000000","","","","","-4.900000","","","","-4.381668","-4.900000","","","","","","","D1 PROFILE","","",""
"60604400000099","Nodes","99","21.000000","21.037498","DDS demands","Known Flow","396533.931832","817410.593218","","0.000000","","","","","-8.149999","","","","-7.287875","-8.149999","","","","","","","D1 PROFILE","","",""
"60604400000103","Nodes","103","21.000000","21.136915","DDS demands","Known Flow","396491.760000","817384.660000","","0.000000","","","","","-3.069999","","","","-2.745248","-3.069999","","","","","","","D1 PROFILE","","",""
"60604400002016","Nodes","2016","21.000000","20.918324","Default Known Flow Node","Known Flow","396569.885000","817386.035000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000105","Nodes","105","21.000000","20.593814","DDS demands","Known Flow","396454.745375","817301.040925","","0.000000","","","","","-7.790000","","","","-6.965957","-7.790000","","","","","","","D1 PROFILE","","",""
"60604400000107","Nodes","107","21.000000","22.037394","DDS demands","Known Flow","396782.340369","817328.388935","","0.000000","","","","","-7.690000","","","","-6.876535","-7.690000","","","","","","","D1 PROFILE","","",""
"60604400000109","Nodes","109","21.000000","22.028387","DDS demands","Known Flow","396811.553629","817328.751083","","0.000000","","","","","-1.990000","","","","-1.779493","-1.990000","","","","","","","D1 PROFILE","","",""
"60604400000060","Nodes","60","21.000000","22.676503","DDS demands","Known Flow","396804.294546","817431.439788","","0.000000","","","","","-9.020000","","","","-8.065845","-9.020000","","","","","","","D1 PROFILE","","",""
"60604400000061","Nodes","61","21.000000","21.535532","DDS demands","Known Flow","396804.441900","817500.618160","","0.000000","","","","","-8.329999","","","","-7.448834","-8.329999","","","","","","","D1 PROFILE","","",""
"60604400000062","Nodes","62","21.000000","23.089450","DDS demands","Known Flow","396751.792190","817445.308444","","0.000000","","","","","-16.270000","","","","-14.548925","-16.270000","","","","","","","D1 PROFILE","","",""
"60604400002030","Nodes","2030","21.000000","23.089450","Default Known Flow Node","Known Flow","396753.385000","817468.785000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000059","Nodes","59","21.000000","19.246430","DDS demands","Known Flow","396926.635000","817447.285000","","0.000000","","","","","-16.679999","","","","-14.915554","-16.679999","","","","","","","D1 PROFILE","","",""
"60604400002041","Nodes","2041","21.000000","19.334531","Default Known Flow Node","Known Flow","396900.260000","817455.410000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002044","Nodes","2044","21.000000","19.246430","Default Known Flow Node","Known Flow","396933.635000","817478.160000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002034","Nodes","2034","21.000000","21.427043","Default Known Flow Node","Known Flow","396786.285930","817502.401905","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002011","Nodes","2011","21.000000","21.836993","Default Known Flow Node","Known Flow","396531.510000","817476.535000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000097","Nodes","97","21.000000","21.438352","DDS demands","Known Flow","396540.885000","817444.535000","","0.000000","","","","","-1.659999","","","","-1.484401","-1.659999","","","","","","","D1 PROFILE","","",""
"60604400000104","Nodes","104","21.000000","20.842335","DDS demands","Known Flow","396579.635000","817379.410000","","0.000000","","","","","-6.740000","","","","-6.027028","-6.740000","","","","","","","D1 PROFILE","","",""
"60604400002015","Nodes","2015","21.000000","21.006372","Default Known Flow Node","Known Flow","396562.997273","817372.851590","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002031","Nodes","2031","21.000000","22.867100","Default Known Flow Node","Known Flow","396760.859490","817413.287824","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000106","Nodes","106","21.000000","22.766265","DDS demands","Known Flow","396767.635000","817377.660000","","0.000000","","","","","-6.429999","","","","-5.749820","-6.429999","","","","","","","D1 PROFILE","","",""
"60604400002028","Nodes","2028","21.000000","22.867100","Default Known Flow Node","Known Flow","396730.934328","817407.851820","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002033","Nodes","2033","21.000000","22.433035","Default Known Flow Node","Known Flow","396771.717365","817345.409884","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002032","Nodes","2032","21.000000","22.433035","Default Known Flow Node","Known Flow","396761.094361","817338.891223","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000089","Nodes","89","21.000000","46.657512","DDS demands","Known Flow","396418.193416","817533.827942","","0.000000","","","","","-2.400000","","","","-2.146123","-2.400000","","","","","","","D1 PROFILE","","",""
"60604400000091","Nodes","91","21.000000","45.970618","DDS demands","Known Flow","396383.898608","817565.755117","","0.000000","","","","","-17.629998","","","","-15.765060","-17.629998","","","","","","","D1 PROFILE","","",""
"60604400002037","Nodes","2037","21.000000","21.535532","Default Known Flow Node","Known Flow","396821.451178","817506.733855","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000064","Nodes","64","21.000000","21.256330","DDS demands","Known Flow","396757.760000","817505.535000","","0.000000","","","","","-10.739999","","","","-9.603899","-10.739999","","","","","","","D1 PROFILE","","",""
"60604400002035","Nodes","2035","21.000000","21.427043","Default Known Flow Node","Known Flow","396787.814853","817525.463173","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000110","Nodes","110","21.000000","46.238481","DDS demands","Known Flow","396498.260000","817599.035000","","0.000000","","","","","-10.509999","","","","-9.398229","-10.509999","","","","","","","D1 PROFILE","","",""
"60604400000111","Nodes","111","21.000000","45.703605","DDS demands","Known Flow","396500.010000","817518.160000","","0.000000","","","","","-10.379999","","","","-9.281981","-10.379999","","","","","","","D1 PROFILE","","",""
"60604400000041","Nodes","41","21.000000","38.441342","DDS demands","Known Flow","396687.076432","817794.879617","","0.000000","","","","","-18.930000","","","","-16.927546","-18.930000","","","","","","","D1 PROFILE","","",""
"60604400000077","Nodes","105510/01, NORTH BEACH ROAD, 11.30","22.999998","24.852216","CSEP DDS Matched","Known Flow","396496.300163","817941.554012","","0.000000","","","","","","-11.300000","","","-10.104662","-11.300000","","","","","","","","DC PROFILE","",""
"60604400002022","Nodes","2022","21.000000","24.864914","Default Known Flow Node","Known Flow","396510.945541","817947.116194","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000051","Nodes","51","21.000000","25.170625","DDS demands","Known Flow","396623.530397","817994.649406","","0.000000","","","","","-8.890000","","","","-7.949597","-8.890000","","","","","","","D1 PROFILE","","",""
"60604400000052","Nodes","52","21.000000","22.158497","DDS demands","Known Flow","396485.073741","817806.326657","","0.000000","","","","","-17.879999","","","","-15.988615","-17.879999","","","","","","","D1 PROFILE","","",""
"60604400000047","Nodes","47","21.000000","26.072418","DDS demands","Known Flow","396558.958941","817904.037857","","0.000000","","","","","-7.139999","","","","-6.384715","-7.139999","","","","","","","D1 PROFILE","","",""
"60604400002012","Nodes","2012","21.000000","26.072418","Default Known Flow Node","Known Flow","396539.329702","817897.494778","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000048","Nodes","48","21.000000","25.333719","DDS demands","Known Flow","396582.116311","817836.746773","","0.000000","","","","","-9.409999","","","","-8.414590","-9.409999","","","","","","","D1 PROFILE","","",""
"60604400000046","Nodes","46","21.000000","27.677859","DDS demands","Known Flow","396661.820002","817941.644528","","0.000000","","","","","-18.049999","","","","-16.140632","-18.049999","","","","","","","D1 PROFILE","","",""
"60604400002014","Nodes","2014","21.000000","25.595611","Default Known Flow Node","Known Flow","396553.570523","817814.487473","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000049","Nodes","49","21.000000","25.254636","DDS demands","Known Flow","396641.004028","817870.053757","","0.000000","","","","","-2.740000","","","","-2.450157","-2.740000","","","","","","","D1 PROFILE","","",""
"60604400000045","Nodes","45","21.000000","37.743894","DDS demands","Known Flow","396685.344440","817826.632797","","0.000000","","","","","-2.589999","","","","-2.316024","-2.589999","","","","","","","D1 PROFILE","","",""
"60604400002008","Nodes","2008","21.000000","46.903944","Default Known Flow Node","Known Flow","396519.088203","817656.863428","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000078","Nodes","78","21.000000","38.430040","DDS demands","Known Flow","396692.760000","817729.535000","","0.000000","","","","","-2.219999","","","","-1.985163","-2.219999","","","","","","","D1 PROFILE","","",""
"60604400000069","Nodes","69","21.000000","38.363666","DDS demands","Known Flow","396728.510000","817782.785000","","0.000000","","","","","-1.399999","","","","-1.251905","-1.399999","","","","","","","D1 PROFILE","","",""
"60604400002049","Nodes","2049","21.000000","38.363666","Default Known Flow Node","Known Flow","396741.135000","817801.285000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000079","Nodes","79","21.000000","38.353035","DDS demands","Known Flow","396782.635000","817787.160000","","0.000000","","","","","-6.429999","","","","-5.749820","-6.429999","","","","","","","D1 PROFILE","","",""
"60604400000070","Nodes","70","21.000000","38.335330","DDS demands","Known Flow","396731.760000","817740.785000","","0.000000","","","","","-1.649999","","","","-1.475459","-1.649999","","","","","","","D1 PROFILE","","",""
"60604400000082","Nodes","82","21.000000","38.333304","DDS demands","Known Flow","396811.010000","817802.410000","","0.000000","","","","","-2.609999","","","","-2.333908","-2.609999","","","","","","","D1 PROFILE","","",""
"60604400000080","Nodes","80","21.000000","38.346278","DDS demands","Known Flow","396819.135000","817784.160000","","0.000000","","","","","-3.270000","","","","-2.924092","-3.270000","","","","","","","D1 PROFILE","","",""
"60604400000073","Nodes","73","21.000000","38.330555","DDS demands","Known Flow","396752.635000","817742.285000","","0.000000","","","","","-1.820000","","","","-1.627476","-1.820000","","","","","","","D1 PROFILE","","",""
"60604400000071","Nodes","71","21.000000","38.249600","Default Known Flow Node","Known Flow","396731.010000","817725.410000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000072","Nodes","72","21.000000","38.227540","DDS demands","Known Flow","396743.135000","817708.785000","","0.000000","","","","","-3.530000","","","","-3.156589","-3.530000","","","","","","","D1 PROFILE","","",""
"60604400000074","Nodes","74","21.000000","38.268011","DDS demands","Known Flow","396765.260000","817728.285000","","0.000000","","","","","-2.349999","","","","-2.101411","-2.349999","","","","","","","D1 PROFILE","","",""
"60604400000075","Nodes","75","21.000000","38.266281","DDS demands","Known Flow","396799.885000","817731.410000","","0.000000","","","","","-0.850000","","","","-0.760085","-0.850000","","","","","","","D1 PROFILE","","",""
"60604400000076","Nodes","76","21.000000","38.225337","Default Known Flow Node","Known Flow","396793.260000","817702.910000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000067","Nodes","67","21.000000","31.959143","DDS demands","Known Flow","396703.135000","817651.660000","","0.000000","","","","","-20.790002","","","","-18.590791","-20.790002","","","","","","","D1 PROFILE","","",""
"60604400000068","Nodes","68","21.000000","31.283963","DDS demands","Known Flow","396783.635000","817655.535000","","0.000000","","-37.189998","","","-6.769999","","","","-39.309815","-43.959998","","","","C2 PROFILE","","","D1 PROFILE","","",""
"60604400000066","Nodes","66","21.000000","27.999769","Default Known Flow Node","Known Flow","396720.760000","817578.660000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000065","Nodes","65","21.000000","25.616594","DDS demands","Known Flow","396713.718138","817521.721785","","0.000000","","","","","-5.739999","","","","-5.132810","-5.739999","","","","","","","D1 PROFILE","","",""
"60604400000053","Nodes","53","21.000000","27.889084","DDS demands","Known Flow","396740.010000","817577.910000","","0.000000","","","","","-1.620000","","","","-1.448633","-1.620000","","","","","","","D1 PROFILE","","",""
"60604400000054","Nodes","54","21.000000","25.777469","DDS demands","Known Flow","396787.784544","817565.118092","","0.000000","","","","","-5.219999","","","","-4.667817","-5.219999","","","","","","","D1 PROFILE","","",""
"60604400000055","Nodes","55","21.000000","24.489926","DDS demands","Known Flow","396826.368823","817556.098391","","0.000000","","","","","-5.850000","","","","-5.231174","-5.850000","","","","","","","D1 PROFILE","","",""
"60604400002036","Nodes","2036","21.000000","25.777469","Default Known Flow Node","Known Flow","396787.951576","817567.957628","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002039","Nodes","2039","21.000000","23.249262","Default Known Flow Node","Known Flow","396880.510000","817547.160000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002038","Nodes","2038","21.000000","24.489926","Default Known Flow Node","Known Flow","396827.426689","817559.271989","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000040","Nodes","40","21.000000","46.900702","DDS demands","Known Flow","396520.600007","817658.741573","","0.000000","","","","","-47.070001","","","","-42.090839","-47.070001","","","","","","","D1 PROFILE","","",""
"60604400002024","Nodes","2024","21.000000","34.469779","Default Known Flow Node","Known Flow","396689.885000","817689.035000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002007","Nodes","2007","21.000000","46.939311","Default Known Flow Node","Known Flow","396518.840536","817660.490725","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000094","Nodes","94","21.000000","23.613719","DDS demands","Known Flow","396637.385000","817534.785000","","0.000000","","","","","-17.709998","","","","-15.836598","-17.709998","","","","","","","D1 PROFILE","","",""
"60604400002023","Nodes","2023","21.000000","23.479814","Default Known Flow Node","Known Flow","396637.885000","817557.285000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002018","Nodes","2018","21.000000","22.712927","Default Known Flow Node","Known Flow","396587.135000","817508.660000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000056","Nodes","56","21.000000","22.665642","DDS demands","Known Flow","396904.175204","817536.210446","","0.000000","","","","","-9.880000","","","","-8.834873","-9.880000","","","","","","","D1 PROFILE","","",""
"60604400002042","Nodes","2042","21.000000","22.622491","Default Known Flow Node","Known Flow","396918.509463","817534.617751","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000057","Nodes","57","21.000000","22.530810","DDS demands","Known Flow","396884.885000","817487.660000","","0.000000","","","","","-6.390000","","","","-5.714052","-6.390000","","","","","","","D1 PROFILE","","",""
"60604400002026","Nodes","2026","21.000000","25.095426","Default Known Flow Node","Known Flow","396694.088133","817524.816606","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002006","Nodes","2006","21.000000","47.680456","Default Known Flow Node","Known Flow","396513.598241","817648.741999","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000001","Nodes","BALMEDIE DG,Tel, Site ID 1226","21.000000","47.999998","Default Known Pressure Node","Known Pressure","396512.581772","817647.477863","","999998.967025","","","","","","","","","1031.846893","1153.910039","","","","","","","","","",""
"60604400002009","Nodes","2009","21.000000","47.034880","Default Known Flow Node","Known Flow","396520.478742","817655.490621","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002010","Nodes","2010","21.000000","47.034880","Default Known Flow Node","Known Flow","396521.928282","817653.925118","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002017","Nodes","2017","21.000000","22.712927","Default Known Flow Node","Known Flow","396575.510000","817523.910000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000095","Nodes","95","21.000000","22.698648","DDS demands","Known Flow","396692.385000","817588.285000","","0.000000","","","","","-10.750000","","","","-9.612842","-10.750000","","","","","","","D1 PROFILE","","",""
"60604400002021","Nodes","2021","21.000000","23.611118","Default Known Flow Node","Known Flow","396612.510000","817556.535000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002027","Nodes","2027","21.000000","25.051780","Default Known Flow Node","Known Flow","396704.256829","817536.576924","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002040","Nodes","2040","21.000000","23.249262","Default Known Flow Node","Known Flow","396888.537831","817569.657050","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000058","Nodes","58","21.000000","22.595333","DDS demands","Known Flow","396922.708387","817544.318714","","0.000000","","","","","-6.530000","","","","-5.839243","-6.530000","","","","","","","D1 PROFILE","","",""
"60604400002043","Nodes","2043","21.000000","22.534874","Default Known Flow Node","Known Flow","396928.635000","817505.035000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000002","Nodes","THE HOLDINGS RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","396484.121599","818428.819665","","999998.967025","","","","","","","","","16.569855","18.530000","","","","","","","","","",""
"60604400000083","Nodes","83","21.000000","49.995704","Default Known Flow Node","Known Flow","396484.933183","818431.015717","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000081","Nodes","41807/01, NORTH BEECH ROAD, 78.74","22.999998","25.210984","CSEP DDS Matched","Known Flow","396660.176055","817984.127386","","0.000000","","","","","","-78.999999","","","-70.643216","-78.999999","","","","","","","","DC PROFILE","",""
"60604400000050","Nodes","50","21.000000","25.227823","DDS demands","Known Flow","396644.483731","818002.178093","","0.000000","","","","","-11.329999","","","","-10.131488","-11.329999","","","","","","","D1 PROFILE","","",""
"60604400000085","Nodes","85","21.000000","46.313987","DDS demands","Known Flow","396824.010000","818422.910000","","0.000000","","","","","-0.150000","","","","-0.134132","-0.150000","","","","","","","D1 PROFILE","","",""
"60604400000086","Nodes","86","21.000000","46.187650","Default Known Flow Node","Known Flow","396860.635000","818344.285000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000084","Nodes","84","21.000000","49.458428","Default Known Flow Node","Known Flow","396656.463872","818381.795527","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002045","Nodes","2045","21.000000","25.184168","Default Known Flow Node","Known Flow","396725.135000","818103.285000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000087","Nodes","87","21.000000","45.183910","DDS demands","Known Flow","396815.797418","818612.876330","","0.000000","","","","","-2.039999","","","","-1.824204","-2.039999","","","","","","","D1 PROFILE","","",""
"60604400000112","Nodes","112","21.000000","45.298157","Default Known Flow Node","Known Flow","396339.487549","817243.541762","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002053","Nodes","2053","21.000000","21.382482","Default Known Flow Node","Known Flow","396540.760000","817443.785000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000108","Nodes","108","21.000000","21.808629","DDS demands","Known Flow","396806.000696","817284.206896","","0.000000","","","","","-7.139999","","","","-6.384715","-7.139999","","","","","","","D1 PROFILE","","",""
"60604400002055","Nodes","2055","21.000000","22.731297","Default Known Flow Node","Known Flow","396768.095887","817368.104483","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002056","Nodes","2056","21.000000","22.599744","Default Known Flow Node","Known Flow","396778.643628","817366.206424","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000101","Nodes","101","21.000000","20.837519","Default Known Flow Node","Known Flow","396498.903575","817310.687133","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002052","Nodes","2052","21.000000","20.792170","Default Known Flow Node","Known Flow","396502.706446","817346.824268","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000100","Nodes","P07111802, EIGIE ROAD, 114.65","24.450000","20.363681","CSEP DDS Matched","Known Flow","396532.558126","817323.977465","","0.000000","","","","","-6.020000","-114.599999","","","-107.860559","-120.619998","","","","","","","D1 PROFILE","DC PROFILE","",""
"60604400000088","Nodes","KEIR FARM RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","396440.385000","817581.535000","","999998.967025","","","","","","","","","38.192041","42.709998","","","","","","","","","",""
"60604400002047","Nodes","2047","21.000000","49.668001","Default Known Flow Node","Known Flow","396440.937044","817577.019311","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002050","Nodes","2050","21.000000","25.445668","Default Known Flow Node","Known Flow","396650.379691","817981.678295","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002051","Nodes","2051","21.000000","25.338915","DDS demands","Known Flow","396647.567772","817991.746780","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002048","Nodes","2048","21.000000","49.990933","Default Known Flow Node","Known Flow","396487.415676","818430.251873","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000113","Nodes","70684/01, EIGIE CRESCENT, 14.90 (complete at 8scm)","22.999998","19.789496","CSEP DDS Matched","Known Flow","396914.124295","817414.052289","","0.000000","","","","","","-7.999999","","","-7.153743","-7.999999","","","","","","","","DC PROFILE","",""
"60604400001000","Nodes","1000","21.000000","20.292946","Default Known Flow Node","Known Flow","396749.919362","817254.096042","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400001001","Nodes","PETTENS STREET, 228.83","26.000000","16.073723","CSEP DDS Matched","Known Flow","396780.572870","817252.381161","","0.000000","","","","-93.600001","","-370.940014","","","-415.399998","-464.540006","","","","","","CT PROFILE","","DC PROFILE","",""
"60604400002054","Nodes","77","21.000000","38.430480","Default Known Flow Node","Known Flow","396688.551832","817779.484135","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002057","Nodes","2057","21.000000","22.893657","Default Known Flow Node","Known Flow","396760.211205","817430.791503","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002058","Nodes","2058","21.000000","22.721810","Default Known Flow Node","Known Flow","396807.952722","817430.004301","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002060","Nodes","2060","21.000000","35.316574","Default Known Flow Node","Known Flow","396683.035118","817855.050290","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002059","Nodes","2059","21.000000","34.555485","Default Known Flow Node","Known Flow","396681.880457","817863.902692","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000003","Nodes","3","21.000000","20.849897","Default Known Flow Node","Known Flow","396508.993418","817363.149263","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002002","Nodes","2002","21.000000","24.834861","Default Known Flow Node","Known Flow","396695.832784","817446.842850","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002004","Nodes","2004","21.000000","23.136408","Default Known Flow Node","Known Flow","396748.263392","817438.027207","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400002001","Nodes","2001","21.000000","25.676831","Default Known Flow Node","Known Flow","396715.798652","817529.298504","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000007","Nodes","7","21.000000","46.939311","Default Known Flow Node","Known Flow","396520.074750","817659.263749","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000005","Nodes","5","21.000000","47.879484","Default Known Flow Node","Known Flow","396514.609550","817646.745180","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000008","Nodes","8","21.000000","21.875252","Default Known Flow Node","Known Flow","396784.695956","817277.264903","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000004","Nodes","4","21.000000","47.900714","Default Known Flow Node","Known Flow","396513.293816","817648.210546","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000009","Nodes","9","21.000000","21.875252","Default Known Flow Node","Known Flow","396785.116836","817273.946041","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000010","Nodes","PETTENS FARM RRI","21.000000","49.999970","Default Known Pressure Node","Known Pressure","396874.828954","819814.423418","","0.000000","","","","","","","","","8.942178","9.999999","","","","","","","","","",""
"60604400000011","Nodes","11","21.000000","48.757996","DDS demands","Known Flow","397088.536410","819927.371466","","0.000000","","","","","-9.999999","","","","-8.942178","-9.999999","","","","","","","D1 PROFILE","","",""
"60604400000012","Nodes","","21.000000","22.112196","Default Known Flow Node","Known Flow","396829.861983","817420.726922","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60604400000006","Nodes","","21.000000","21.641467","Default Known Flow Node","Known Flow","396846.971621","817414.213945","","0.000000","","","","","0.000000","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","",""
