"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)"
"64307100000061","Nodes","61",21.000000,39.868999,"DDS demands","Known Flow",343924.109741,668618.834147,,0.000000,,,,-26.950001,,-24.099173,-26.950001,,"",,,,"D1 PROFILE",
"64307100010000","Nodes","-11",21.000000,39.955391,"Default Known Flow Node","Known Flow",343925.081222,668619.983258,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462471","Nodes","-1462471",21.000000,39.869886,"Default Known Flow Node","Known Flow",343950.109748,668551.459128,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000063","Nodes","63",21.000000,39.869886,"DDS demands","Known Flow",343960.484751,668538.584125,,0.000000,,,,-14.730000,,-13.171829,-14.730000,,"",,,,"D1 PROFILE",
"64307100000025","Nodes","25",21.000000,55.596170,"DDS demands","Known Flow",343878.484728,668887.709220,,0.000000,,,,-29.809998,,-26.656635,-29.809998,,"",,,,"D1 PROFILE",
"64307100000068","Nodes","68",21.000000,54.640065,"DDS demands","Known Flow",343679.734674,668852.334210,,0.000000,,,,-10.339999,,-9.246212,-10.339999,,"",,,,"D1 PROFILE",
"64307100000069","Nodes","69",21.000000,54.766254,"Default Known Flow Node","Known Flow",343743.234691,668632.334150,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462472","Nodes","-1462472",21.000000,54.766254,"Default Known Flow Node","Known Flow",343734.984689,668614.334146,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100010001","Nodes","-13",21.000000,40.052406,"Default Known Flow Node","Known Flow",343927.234741,668622.584148,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462478","Nodes","-1462478",21.000000,39.955391,"Default Known Flow Node","Known Flow",343933.234743,668612.834145,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000034","Nodes","34",21.000000,44.898926,"DDS demands","Known Flow",343991.109759,668767.584187,,0.000000,,,,-4.909999,,-4.390609,-4.909999,,"",,,,"D1 PROFILE",
"64307101462469","Nodes","-1462469",21.000000,40.009259,"Default Known Flow Node","Known Flow",343917.109739,668631.084150,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462483","Nodes","-1462483",21.000000,39.956258,"Default Known Flow Node","Known Flow",343975.484755,668521.709120,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000031","Nodes","31",21.000000,41.700908,"DDS demands","Known Flow",344116.359793,668503.584115,,0.000000,,,,-8.989999,,-8.039018,-8.989999,,"",,,,"D1 PROFILE",
"64307100000065","Nodes","65",21.000000,41.635981,"DDS demands","Known Flow",344039.359772,668429.584095,,0.000000,,,,-5.359999,,-4.793007,-5.359999,,"",,,,"D1 PROFILE",
"64307101462480","Nodes","-1462480",21.000000,56.876297,"Default Known Flow Node","Known Flow",344044.859773,668825.334203,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100010002","Nodes","-34",21.000000,56.834453,"Default Known Flow Node","Known Flow",344041.859773,668891.834221,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000028","Nodes","28",21.000000,45.057860,"DDS demands","Known Flow",344027.609769,668763.084186,,0.000000,,,,-15.060000,,-13.466921,-15.060000,,"",,,,"D1 PROFILE",
"64307101462507","Nodes","-1462507",21.000000,45.015121,"Default Known Flow Node","Known Flow",344065.984779,668791.959194,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000027","Nodes","27",21.000000,45.569867,"DDS demands","Known Flow",344082.984784,668739.584180,,0.000000,,,,-8.680000,,-7.761811,-8.680000,,"",,,,"D1 PROFILE",
"64307100000062","Nodes","62",21.000000,41.175936,"DDS demands","Known Flow",344055.984776,668622.209148,,0.000000,,,,-8.489999,,-7.591909,-8.489999,,"",,,,"D1 PROFILE",
"64307100000026","Nodes","26",21.000000,48.384788,"DDS demands","Known Flow",344195.984815,668777.834190,,0.000000,,,,-50.109999,,-44.809259,-50.109999,,"",,,,"D1 PROFILE",
"64307100000024","Nodes","24",21.000000,57.887130,"DDS demands","Known Flow",344094.196787,668916.303228,,0.000000,,,,-23.489999,,-21.005178,-23.489999,,"",,,,"",
"64307100000023","Nodes","23",21.000000,58.743036,"DDS demands","Known Flow",344156.812804,668967.072242,,0.000000,,,,-3.869999,,-3.460623,-3.869999,,"",,,,"",
"64307100000030","Nodes","30",21.000000,41.740451,"DDS demands","Known Flow",344088.109785,668541.209126,,0.000000,,,,-16.530000,,-14.781422,-16.530000,,"",,,,"D1 PROFILE",
"64307100000029","Nodes","29",21.000000,43.540199,"DDS demands","Known Flow",344177.609810,668609.584144,,0.000000,,,,-23.029999,,-20.593838,-23.029999,,"",,,,"D1 PROFILE",
"64307100000064","Nodes","64",21.000000,41.656891,"DDS demands","Known Flow",343993.859760,668468.459106,,0.000000,,,,-7.040000,,-6.295294,-7.040000,,"",,,,"D1 PROFILE",
"64307100000035","Nodes","35",21.000000,39.707377,"DDS demands","Known Flow",344205.734817,668529.459122,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000015","Nodes","-15",21.000000,43.454428,"Default Known Flow Node","Known Flow",344160.109805,668632.959151,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000032","Nodes","32",21.000000,46.141922,"DDS demands","Known Flow",344242.734827,668660.459158,,0.000000,,-58.439999,,-15.899999,,-66.476158,-74.340001,,"",,"C2 PROFILE",,"D1 PROFILE",
"64307101462486","Nodes","-1462486",21.000000,39.880259,"Default Known Flow Node","Known Flow",344221.859822,668520.834120,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000066","Nodes","66",21.000000,38.837424,"DDS demands","Known Flow",344237.359826,668572.459134,,0.000000,,,,-7.119999,,-6.366831,-7.119999,,"",,,,"D1 PROFILE",
"64307100000033","Nodes","33",21.000000,40.897528,"DDS demands","Known Flow",344076.859782,668561.959131,,0.000000,,,,-7.880000,,-7.046437,-7.880000,,"",,,,"D1 PROFILE",
"64307101462489","Nodes","-1462489",21.000000,43.454428,"Default Known Flow Node","Known Flow",344117.484793,668666.834160,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462468","Nodes","-1462468",21.000000,43.411548,"Default Known Flow Node","Known Flow",344137.234799,668685.584165,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462501","Nodes","-1462501",21.000000,38.707660,"Default Known Flow Node","Known Flow",344257.734831,668588.084138,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000067","Nodes","67",21.000000,38.243267,"DDS demands","Known Flow",344253.984830,668478.209109,,0.000000,,,,-11.560000,,-10.337159,-11.560000,,"",,,,"D1 PROFILE",
"64307100000012","Nodes","12",21.000000,48.836864,"DDS demands","Known Flow",344881.110001,668943.584235,,0.000000,,,,-6.399999,,-5.722994,-6.399999,,"",,,,"D1 PROFILE",
"64307100000011","Nodes","11",21.000000,48.921505,"DDS demands","Known Flow",344968.610025,668985.834247,,0.000000,,,,-26.950001,,-24.099173,-26.950001,,"",,,,"D1 PROFILE",
"64307100000060","Nodes","60",21.000000,46.918044,"DDS demands","Known Flow",344980.235028,668873.834216,,0.000000,,,,-2.779999,,-2.485925,-2.779999,,"",,,,"D1 PROFILE",
"64307100000059","Nodes","59",21.000000,46.860641,"DDS demands","Known Flow",344977.860027,668823.459202,,0.000000,,,,-2.460000,,-2.199776,-2.460000,,"",,,,"D1 PROFILE",
"64307100010003","Nodes","-41",21.000000,48.013005,"Default Known Flow Node","Known Flow",344978.610028,668925.334230,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000018","Nodes","18",21.000000,47.430613,"DDS demands","Known Flow",344926.985013,668917.209228,,0.000000,,,,-12.649999,,-11.311855,-12.649999,,"",,,,"D1 PROFILE",
"64307100000013","Nodes","13",21.000000,48.229054,"DDS demands","Known Flow",344992.610031,668949.209237,,0.000000,,,,-2.369999,,-2.119296,-2.369999,,"",,,,"D1 PROFILE",
"64307101462475","Nodes","-1462475",21.000000,46.860641,"Default Known Flow Node","Known Flow",344954.110021,668822.084202,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000047","Nodes","-47",21.000000,48.805512,"Default Known Flow Node","Known Flow",344977.235027,668984.584246,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462496","Nodes","-1462496",21.000000,47.970499,"Default Known Flow Node","Known Flow",344986.110030,668912.209227,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100010004","Nodes","-39",21.000000,47.641370,"Default Known Flow Node","Known Flow",345034.735043,668921.834229,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000039","Nodes","39",21.000000,43.376206,"DDS demands","Known Flow",345357.735131,668949.709237,,0.000000,,,,-12.399999,,-11.088301,-12.399999,,"",,,,"D1 PROFILE",
"64307100000038","Nodes","38",21.000000,44.530340,"DDS demands","Known Flow",345215.735092,668948.209236,,0.000000,,,,-15.370000,,-13.744129,-15.370000,,"",,,,"D1 PROFILE",
"64307101462509","Nodes","-1462509",21.000000,47.199568,"Default Known Flow Node","Known Flow",345065.985051,668879.209218,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000058","Nodes","58",21.000000,47.199568,"Default Known Flow Node","Known Flow",345049.860047,668878.334217,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000019","Nodes","19",21.000000,47.016633,"DDS demands","Known Flow",345077.860055,668886.959220,,0.000000,,,,-10.710000,,-9.577073,-10.710000,,"",,,,"D1 PROFILE",
"64307100000057","Nodes","57",21.000000,47.199884,"DDS demands","Known Flow",345049.485047,668885.834219,,0.000000,,,,-26.040001,,-23.285435,-26.040001,,"",,,,"D1 PROFILE",
"64307101462484","Nodes","-1462484",21.000000,44.530340,"Default Known Flow Node","Known Flow",345213.860092,668972.209243,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000036","Nodes","36",21.000000,44.683164,"DDS demands","Known Flow",345217.985093,668902.834224,,0.000000,,,,-14.210000,,-12.706836,-14.210000,,"",,,,"D1 PROFILE",
"64307100000037","Nodes","37",21.000000,43.863082,"DDS demands","Known Flow",345291.485113,668889.959221,,0.000000,,,,-14.909999,,-13.332789,-14.909999,,"",,,,"D1 PROFILE",
"64307101462488","Nodes","-1462488",21.000000,47.683900,"Default Known Flow Node","Known Flow",345043.735045,668935.209233,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000070","Nodes","70",21.000000,58.708297,"DDS demands","Known Flow",344043.609773,668984.834246,,0.000000,,,,-1.980000,,-1.770551,-1.980000,,"",,,,"D1 PROFILE",
"64307100000022","Nodes","22",21.000000,61.616937,"DDS demands","Known Flow",344379.234864,669046.584263,,0.000000,,,,-2.470000,,-2.208718,-2.470000,,"",,,,"D1 PROFILE",
"64307101462508","Nodes","-1462508",21.000000,61.450959,"Default Known Flow Node","Known Flow",344374.609863,668995.709249,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100010005","Nodes","-58",21.000000,62.757494,"Default Known Flow Node","Known Flow",344474.359890,669057.834266,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462502","Nodes","-1462502",21.000000,62.881813,"Default Known Flow Node","Known Flow",344438.734881,669097.959277,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000010","Nodes","10",21.000000,49.772528,"DDS demands","Known Flow",344969.735025,669024.834257,,0.000000,,,,-10.159999,,-9.085253,-10.159999,,"",,,,"D1 PROFILE",
"64307100000020","Nodes","20",21.000000,63.590341,"DDS demands","Known Flow",344539.484908,669058.959267,,0.000000,-10.509999,,-4.060000,-87.919996,-19.290000,-91.648387,-102.489996,,"","C1 PROFILE",,"C4 PROFILE","D1 PROFILE","DM PROFILE"
"64307100000056","Nodes","-56",21.000000,49.884950,"Default Known Flow Node","Known Flow",344961.708653,669040.348982,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100010006","Nodes","-61",21.000000,49.982381,"Default Known Flow Node","Known Flow",344974.610026,669063.459268,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000021","Nodes","21",21.000000,60.571292,"DDS demands","Known Flow",344525.109904,669024.584257,,0.000000,,,,-13.470000,,-12.045115,-13.470000,,"",,,,"D1 PROFILE",
"64307100010007","Nodes","-60",21.000000,66.747611,"Default Known Flow Node","Known Flow",344664.984942,669059.459267,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000042","Nodes","42",21.000000,57.493579,"DDS demands","Known Flow",344459.359886,669016.334255,,0.000000,,-35.049999,,,,-31.342338,-35.049999,,"",,"C2 PROFILE",,,
"64307101462474","Nodes","-1462474",21.000000,60.571292,"Default Known Flow Node","Known Flow",344547.109910,669002.209251,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000054","Nodes","-54",21.000000,49.763121,"Default Known Flow Node","Known Flow",344973.485026,669027.334258,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000002","Nodes","Tranent Road DG, Tel, Constant, Site ID 6150",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",344753.984966,669295.209331,,999998.967025,,,,,,470.653694,526.330012,,"",,,,,
"64307101462510","Nodes","-1462510",21.000000,66.747611,"Default Known Flow Node","Known Flow",344668.579055,669046.238200,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462490","Nodes","-1462490",21.000000,49.884950,"Default Known Flow Node","Known Flow",344947.735019,669043.834262,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000001","Nodes","Vinefield DG, Tel, Constant, Site ID 6151",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",344978.235027,669066.584269,,999998.967025,,,,,,175.436610,196.189997,,"",,,,,
"64307100000016","Nodes","16",21.000000,49.026797,"DDS demands","Known Flow",345033.610043,669027.334258,,0.000000,,,,-10.960000,,-9.800629,-10.960000,,"",,,,"D1 PROFILE",
"64307101462470","Nodes","-1462470",21.000000,49.026797,"Default Known Flow Node","Known Flow",345053.860048,669034.959260,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000017","Nodes","17",21.000000,47.119135,"DDS demands","Known Flow",345035.110043,668979.709245,,0.000000,,,,-4.999999,,-4.471089,-4.999999,,"",,,,"D1 PROFILE",
"64307100010008","Nodes","-24",21.000000,52.482083,"Default Known Flow Node","Known Flow",344158.484804,668843.584208,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462505","Nodes","-1462505",21.000000,52.482083,"Default Known Flow Node","Known Flow",344098.734788,668840.334207,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462476","Nodes","-1462476",21.000000,45.338385,"Default Known Flow Node","Known Flow",345147.985074,668913.209227,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000072","Nodes","72",21.000000,45.338385,"DDS demands","Known Flow",345139.235071,668913.084227,,0.000000,,,,-7.459999,,-6.670865,-7.459999,,"",,,,"D1 PROFILE",
"64307100000041","Nodes","41",21.000000,45.486787,"Default Known Flow Node","Known Flow",345160.110077,668875.584217,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100010009","Nodes","-33",21.000000,46.683559,"Default Known Flow Node","Known Flow",345093.860059,668887.709220,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462477","Nodes","-1462477",21.000000,46.640963,"Default Known Flow Node","Known Flow",345093.860059,668858.834212,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000073","Nodes","73",21.000000,44.616124,"DDS demands","Known Flow",345167.485079,668969.584242,,0.000000,,,,-10.029999,,-8.969005,-10.029999,,"",,,,"D1 PROFILE",
"64307100000071","Nodes","71",21.000000,45.797419,"DDS demands","Known Flow",345133.485070,668879.584218,,0.000000,,,,-5.330000,,-4.766181,-5.330000,,"",,,,"D1 PROFILE",
"64307100010010","Nodes","-26",21.000000,45.444113,"Default Known Flow Node","Known Flow",345159.360077,668867.334214,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462482","Nodes","-1462482",21.000000,45.444113,"Default Known Flow Node","Known Flow",345126.860068,668873.084216,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101462499","Nodes",,21.000000,42.644229,"DDS demands","Known Flow",344140.809660,668581.470064,,0.000000,,,,-12.579999,,-11.249261,-12.579999,,"",,,,"D1 PROFILE",
"64307100000050","Nodes","-50",21.000000,57.493579,"Default Known Flow Node","Known Flow",344442.859882,669005.209252,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000145","Nodes",,21.000000,61.106131,"Default Known Flow Node","Known Flow",344341.935866,669041.109181,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000140","Nodes",,21.000000,57.290409,"Default Known Flow Node","Known Flow",344100.663789,668910.302226,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000144","Nodes",,21.000000,57.887130,"Default Known Flow Node","Known Flow",344090.016786,668914.477227,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000146","Nodes",,21.000000,61.147659,"Default Known Flow Node","Known Flow",344261.383832,669090.323275,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000147","Nodes",,21.000000,66.747611,"Default Known Flow Node","Known Flow",344667.172943,669051.177264,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000161","Nodes",,21.000000,69.234011,"Default Known Flow Node","Known Flow",344746.335964,669113.741281,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000162","Nodes",,21.000000,69.193039,"Default Known Flow Node","Known Flow",344752.581966,669053.665265,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000148","Nodes",,21.000000,66.747611,"Default Known Flow Node","Known Flow",344691.972950,669039.810261,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000003","Nodes",,21.000000,53.199635,"Default Known Flow Node","Known Flow",344153.379709,668855.860747,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000004","Nodes",,21.000000,57.500779,"Default Known Flow Node","Known Flow",344098.384326,668912.417435,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000005","Nodes",,21.000000,52.873440,"Default Known Flow Node","Known Flow",344155.700874,668850.278897,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307101452499","Nodes","-1462499",21.000000,45.444113,"Default Known Flow Node","Known Flow",345164.110078,668867.084214,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000009","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344828.958130,668922.963539,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000007","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344672.423646,668982.786380,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000006","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344670.150174,668987.266693,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000008","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344667.313834,668930.075572,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000040","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344775.415395,668924.335904,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000014","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344866.593665,668826.720267,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000045","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344765.623465,668892.397333,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000043","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344763.464002,668886.915621,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000044","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344719.192083,668905.500762,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"64307100000046","Nodes",,21.000000,48.836864,"Default Known Flow Node","Known Flow",344811.966685,668873.770034,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
